Site,ACD_LOCATION,IDM_EIR_site,COUNTRY,INC,INC_LAR,INC_UAR,INTERVENTION,EIR,EIR_FOR_SIM,EIR_FOR_SIM_V2,EIR_FOR_SIM_V3,SEASON_FOR_SIM,SIM_RUN_PRIORITY,START_YEAR,PI_ID,INC_AUTHOR,INC_PUBYEAR,GRIFFIN,CAMERON,LAT,LONG,START_MONTH,END_MONTH,END_YEAR,TIME,TIME_CAT,FREQ_ACD,FREQ_ACD_NUM,PCD,POP,d,PYO,PYO_APPR,DIAGNOSTIC,CLINICAL_DEF,CASE_DENS_THRESH,PR_AUTHOR,PR_PUBYEAR,PR_MONTH,PR_YEAR,N_SURVEYS,PR_LAR,PR_UAR,AGE_MATCH,N,N_POS,N_POS_ADJ,PR,PR_DIAGNOSTIC,PapPR_Stand,PR_Stand,PMID,PR_PMID
NA,Farafenni (41 villages),Sukuta,The Gambia,176.84,5,6,None,NA,,,,midSeason,4,1982,11043_07,Greenwood,1987,No,Yes,13.5644,-15.6041,4,3,1983,1,12 mo,Monthly,30,No,NA,14,79.1667,0,Microscopy,Axillary T >37.5 C + any parasitemia,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.104750809,3318021,
NA,Farafenni (41 villages),Sukuta,The Gambia,188.28,6,7,None,NA,,,,midSeason,4,1982,11043_08,Greenwood,1987,No,Yes,13.5644,-15.6041,4,3,1983,1,12 mo,Monthly,30,No,NA,15,79.6667,0,Microscopy,Axillary T >37.5 C + any parasitemia,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.104755021,3318021,
ebolakounou_1997,Ebolakounou,,Cameroon,400,0,1,None,17.7,17.7,17.7,17.7,midSeason,5,1997,7111_07,Bonnet,2002,Yes,Yes,3.9335,12.1322,6,6,1998,1,12 mo,Daily,1,No,15,6,15,1,Microscopy,"Fever + two parasite thresholds: 1000 parsites/uL and one depending on age based on Rogier et al, 2002",1000,Same,Same,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1996-1998,13,NA,NA,0,NA,NA,235,NA,Microscopy,0.385,0.385,11903987,
ebolakounou_1997,Ebolakounou,,Cameroon,1000,2,5,None,17.7,17.7,17.7,17.7,midSeason,5,1997,7111_08,Bonnet,2002,Yes,Yes,3.9335,12.1322,6,6,1998,1,12 mo,Daily,1,No,23,23,23,1,Microscopy,"Fever + two parasite thresholds: 1000 parsites/uL and one depending on age based on Rogier et al, 2003",1000,Same,Same,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1996-1998,13,0,5,0,610,361,393,0.591,Microscopy,0.645,0.645,11903987,
ebolakounou_1997,Ebolakounou,,Cameroon,620.69,6,10,None,17.7,17.7,17.7,17.7,midSeason,5,1997,7111_09,Bonnet,2002,Yes,Yes,3.9335,12.1322,6,6,1998,1,12 mo,Daily,1,No,29,18,29,1,Microscopy,"Fever + two parasite thresholds: 1000 parsites/uL and one depending on age based on Rogier et al, 2004",1000,Same,Same,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1996-1998,13,6,10,1,894,592,592,0.662,Microscopy,0.662,0.662,11903987,
ebolakounou_1997,Ebolakounou,,Cameroon,250,11,15,None,17.7,17.7,17.7,17.7,midSeason,5,1997,7111_10,Bonnet,2002,Yes,Yes,3.9335,12.1322,6,6,1998,1,12 mo,Daily,1,No,20,5,20,1,Microscopy,"Fever + two parasite thresholds: 1000 parsites/uL and one depending on age based on Rogier et al, 2005",1000,Same,Same,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1996-1998,13,11,15,1,725,425,425,0.586,Microscopy,0.586,0.586,11903987,
ebolakounou_1997,Ebolakounou,,Cameroon,163.64,16,85,None,17.7,17.7,17.7,17.7,midSeason,5,1997,7111_11,Bonnet,2002,Yes,Yes,3.9335,12.1322,6,6,1998,1,12 mo,Daily,1,No,110,18,110,1,Microscopy,"Fever + two parasite thresholds: 1000 parsites/uL and one depending on age based on Rogier et al, 2006",1000,Same,Same,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1996-1998,13,16,85,1,320,120,120,0.343,Microscopy,0.343,0.343,11903987,
koundou_1997,Koundou,,Cameroon,1815.79,0,1,None,176.1,176.1,176.1,176.1,midSeason,5,1997,7111_01,Bonnet,2002,Yes,Yes,3.9042,12.1184,6,6,1998,1,12 mo,Daily,1,No,38,69,38,1,Microscopy,"Fever + two parasite thresholds: 1000 parsites/uL and one depending on age based on Rogier et al, 1996",1000,Same,Same,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1996-1998,13,NA,NA,0,NA,NA,331,NA,Microscopy,0.433,0.433,11903987,
koundou_1997,Koundou,,Cameroon,987.34,2,5,None,176.1,176.1,176.1,176.1,midSeason,5,1997,7111_02,Bonnet,2002,Yes,Yes,3.9042,12.1184,6,6,1998,1,12 mo,Daily,1,No,79,78,79,1,Microscopy,"Fever + two parasite thresholds: 1000 parsites/uL and one depending on age based on Rogier et al, 1997",1000,Same,Same,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1996-1998,13,0,5,0,765,508,555,0.664,Microscopy,0.725,0.725,11903987,
koundou_1997,Koundou,,Cameroon,797.1,6,10,None,176.1,176.1,176.1,176.1,midSeason,5,1997,7111_03,Bonnet,2002,Yes,Yes,3.9042,12.1184,6,6,1998,1,12 mo,Daily,1,No,69,55,69,1,Microscopy,"Fever + two parasite thresholds: 1000 parsites/uL and one depending on age based on Rogier et al, 1998",1000,Same,Same,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1996-1998,13,6,10,1,1570,1115,1115,0.71,Microscopy,0.71,0.71,11903987,
koundou_1997,Koundou,,Cameroon,452.83,11,15,None,176.1,176.1,176.1,176.1,midSeason,5,1997,7111_04,Bonnet,2002,Yes,Yes,3.9042,12.1184,6,6,1998,1,12 mo,Daily,1,No,53,24,53,1,Microscopy,"Fever + two parasite thresholds: 1000 parsites/uL and one depending on age based on Rogier et al, 1999",1000,Same,Same,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1996-1998,13,11,15,1,1243,864,864,0.695,Microscopy,0.695,0.695,11903987,
koundou_1997,Koundou,,Cameroon,128.47,16,85,None,176.1,176.1,176.1,176.1,midSeason,5,1997,7111_05,Bonnet,2002,Yes,Yes,3.9042,12.1184,6,6,1998,1,12 mo,Daily,1,No,288,37,288,1,Microscopy,"Fever + two parasite thresholds: 1000 parsites/uL and one depending on age based on Rogier et al, 2000",1000,Same,Same,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1996-1998,13,16,85,1,741,293,293,0.395,Microscopy,0.395,0.395,11903987,
NA,Linzolo,,Congo,1192.66,5,6,None,310,310,310,310,,5,1983,10949_02,Trape,1987,No,Yes,-4.417,15.116,11,3,1984,0.33,<6 mo,Weekly,7,Yes,30,10,8.3846,0,Microscopy,Fever was combined with a parasite/leucocyte ratio on thick blood film superior or equal to 2 ,15000,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.435584446,3605048,
NA,Linzolo,,Congo,865.22,7,8,None,310,310,310,310,,5,1983,10949_03,Trape,1987,No,Yes,-4.417,15.116,11,3,1984,0.33,<6 mo,Weekly,7,Yes,40,10,11.5577,0,Microscopy,Fever was combined with a parasite/leucocyte ratio on thick blood film superior or equal to 2 ,15000,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.435604836,3605048,
NA,Linzolo,,Congo,467.42,9,10,None,310,310,310,310,,5,1983,10949_04,Trape,1987,No,Yes,-4.417,15.116,11,3,1984,0.33,<6 mo,Weekly,7,Yes,56,8,17.1154,0,Microscopy,Fever was combined with a parasite/leucocyte ratio on thick blood film superior or equal to 2 ,15000,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.434541511,3605048,
NA,Linzolo,,Congo,130,11,13,None,310,310,310,310,,5,1983,10949_05,Trape,1987,No,Yes,-4.417,15.116,11,3,1984,0.33,<6 mo,Weekly,7,Yes,53,2,15.3846,0,Microscopy,Fever was combined with a parasite/leucocyte ratio on thick blood film superior or equal to 2 ,15000,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.403264779,3605048,
NA,Katiola - R0,,Ivory Coast,4827.22,0,1,None,158,158,158,158,midSeason,5,1997,6564_01,Henry,2003,Yes,Yes,8.1407,-5.1023,3,1,1998,0.86,6-11 mo,Daily,1,No,15,62,12.8438,0,Microscopy,Fever + 2500 trophozoites/uL,2500,Same,Same,NA,1997,8,0,9,0,4850,4220,2644,0.87,Microscopy,0.545059621,0.545059621,12753641,
NA,Katiola - R0,,Ivory Coast,2294.96,2,4,None,158,158,158,158,midSeason,5,1997,6564_02,Henry,2003,Yes,Yes,8.1407,-5.1023,3,1,1998,0.86,6-11 mo,Daily,1,No,23,45,19.6082,0,Microscopy,Fever + 2500 trophozoites/uL,2500,Same,Same,NA,1997,8,0,9,0,4850,4220,4415,0.87,Microscopy,0.910299581,0.910299581,12753641,
NA,Katiola - R0,,Ivory Coast,511.97,5,9,None,158,158,158,158,midSeason,5,1997,6564_03,Henry,2003,Yes,Yes,8.1407,-5.1023,3,1,1998,0.86,6-11 mo,Daily,1,No,36,16,31.2521,0,Microscopy,Fever + 1000 trophozoites/uL,1000,Same,Same,NA,1997,8,0,9,1,4850,4220,4220,0.87,Microscopy,0.91607172,0.87,12753641,
NA,Katiola - R0,,Ivory Coast,583.47,10,19,None,158,158,158,158,midSeason,5,1997,6564_04,Henry,2003,Yes,Yes,8.1407,-5.1023,3,1,1998,0.86,6-11 mo,Daily,1,No,32,16,27.4219,0,Microscopy,Fever + 500 trophozoites/uL,500,Same,Same,NA,1997,8,10,85,0,7101,4403,5353,0.62,Microscopy,0.753773198,0.753773198,12753641,
NA,Katiola - R0,,Ivory Coast,356.95,20,39,None,158,158,158,158,midSeason,5,1997,6564_05,Henry,2003,Yes,Yes,8.1407,-5.1023,3,1,1998,0.86,6-11 mo,Daily,1,No,36,11,30.8164,0,Microscopy,Fever + 500 trophozoites/uL,500,Same,Same,NA,1997,8,10,85,0,7101,4403,4063,0.62,Microscopy,0.572174685,0.572174685,12753641,
NA,Katiola - R0,,Ivory Coast,217.37,40,85,None,158,158,158,158,midSeason,5,1997,6564_06,Henry,2003,Yes,Yes,8.1407,-5.1023,3,1,1998,0.86,6-11 mo,Daily,1,No,38,7,32.2027,0,Microscopy,Fever + 500 trophozoites/uL,500,Same,Same,NA,1997,8,10,85,1,7101,4403,4403,0.62,Microscopy,0.488987902,0.62,12753641,
NA,Korhogo - R1,,Ivory Coast,2968.78,0,1,None,139,139,139,139,midSeason,5,1997,6564_08,Henry,2003,Yes,Yes,9.447,-5.6446,3,1,1998,0.86,6-11 mo,Daily,1,No,15,37,12.463,0,Microscopy,Fever + 2500 trophozoites/uL,2500,Same,Same,NA,1997,8,0,9,0,4253,3573,2238,0.84,Microscopy,0.526264462,0.526264462,12753641,
NA,Korhogo - R1,,Ivory Coast,1164.89,2,4,None,139,139,139,139,midSeason,5,1997,6564_09,Henry,2003,Yes,Yes,9.447,-5.6446,3,1,1998,0.86,6-11 mo,Daily,1,No,18,18,15.4521,0,Microscopy,Fever + 2500 trophozoites/uL,2500,Same,Same,NA,1997,8,0,9,0,4253,3573,3738,0.84,Microscopy,0.87890994,0.87890994,12753641,
NA,Korhogo - R1,,Ivory Coast,828.09,5,9,None,139,139,139,139,midSeason,5,1997,6564_10,Henry,2003,Yes,Yes,9.447,-5.6446,3,1,1998,0.86,6-11 mo,Daily,1,No,31,22,26.5671,0,Microscopy,Fever + 1000 trophozoites/uL,1000,Same,Same,NA,1997,8,0,9,1,4253,3573,3573,0.84,Microscopy,0.88448304,0.84,12753641,
NA,Korhogo - R1,,Ivory Coast,170.2,10,19,None,139,139,139,139,midSeason,5,1997,6564_11,Henry,2003,Yes,Yes,9.447,-5.6446,3,1,1998,0.86,6-11 mo,Daily,1,No,41,6,35.2521,0,Microscopy,Fever + 500 trophozoites/uL,500,Same,Same,NA,1997,8,10,85,0,8053,5315,6462,0.66,Microscopy,0.802403727,0.802403727,12753641,
NA,Korhogo - R1,,Ivory Coast,135.86,20,39,None,139,139,139,139,midSeason,5,1997,6564_12,Henry,2003,Yes,Yes,9.447,-5.6446,3,1,1998,0.86,6-11 mo,Daily,1,No,34,4,29.4411,0,Microscopy,Fever + 500 trophozoites/uL,500,Same,Same,NA,1997,8,10,85,0,8053,5315,4905,0.66,Microscopy,0.609089181,0.609089181,12753641,
NA,Korhogo - R1,,Ivory Coast,84.11,40,85,None,139,139,139,139,midSeason,5,1997,6564_13,Henry,2003,Yes,Yes,9.447,-5.6446,3,1,1998,0.86,6-11 mo,Daily,1,No,42,3,35.6658,0,Microscopy,Fever + 500 trophozoites/uL,500,Same,Same,NA,1997,8,10,85,1,8053,5315,5315,0.66,Microscopy,0.520535509,0.66,12753641,
NA,Korhogo - R2,,Ivory Coast,3062.08,0,1,None,155,155,155,155,midSeason,5,1997,6564_15,Henry,2003,Yes,Yes,9.447,-5.6446,3,1,1998,0.86,6-11 mo,Daily,1,No,13,35,11.4301,0,Microscopy,Fever + 2500 trophozoites/uL,2500,Same,Same,NA,1997,8,0,9,0,3690,2915,1826,0.79,Microscopy,0.494939196,0.494939196,12753641,
NA,Korhogo - R2,,Ivory Coast,3074.79,2,4,None,155,155,155,155,midSeason,5,1997,6564_16,Henry,2003,Yes,Yes,9.447,-5.6446,3,1,1998,0.86,6-11 mo,Daily,1,No,16,41,13.3342,0,Microscopy,Fever + 2500 trophozoites/uL,2500,Same,Same,NA,1997,8,0,9,0,3690,2915,3050,0.79,Microscopy,0.826593872,0.826593872,12753641,
NA,Korhogo - R2,,Ivory Coast,1176.84,5,9,None,155,155,155,155,midSeason,5,1997,6564_17,Henry,2003,Yes,Yes,9.447,-5.6446,3,1,1998,0.86,6-11 mo,Daily,1,No,26,26,22.0932,0,Microscopy,Fever + 1000 trophozoites/uL,1000,Same,Same,NA,1997,8,0,9,1,3690,2915,2915,0.79,Microscopy,0.83183524,0.79,12753641,
NA,Korhogo - R2,,Ivory Coast,330.17,10,19,None,155,155,155,155,midSeason,5,1997,6564_18,Henry,2003,Yes,Yes,9.447,-5.6446,3,1,1998,0.86,6-11 mo,Daily,1,No,35,10,30.2877,0,Microscopy,Fever + 500 trophozoites/uL,500,Same,Same,NA,1997,8,10,85,0,8440,4980,6054,0.59,Microscopy,0.717300301,0.717300301,12753641,
NA,Korhogo - R2,,Ivory Coast,256.42,20,39,None,155,155,155,155,midSeason,5,1997,6564_19,Henry,2003,Yes,Yes,9.447,-5.6446,3,1,1998,0.86,6-11 mo,Daily,1,No,32,7,27.2986,0,Microscopy,Fever + 500 trophozoites/uL,500,Same,Same,NA,1997,8,10,85,0,8440,4980,4595,0.59,Microscopy,0.544488813,0.544488813,12753641,
NA,Korhogo - R2,,Ivory Coast,47.88,40,85,None,155,155,155,155,midSeason,5,1997,6564_20,Henry,2003,Yes,Yes,9.447,-5.6446,3,1,1998,0.86,6-11 mo,Daily,1,No,49,2,41.7753,0,Microscopy,Fever + 500 trophozoites/uL,500,Same,Same,NA,1997,8,10,85,1,8440,4980,4980,0.59,Microscopy,0.465327197,0.59,12753641,
NA,Bandiagara,,Mali,1470,0,2,None,NA,,,,highSeason,5,1999,6765_02,Coulibaly,2002,No,Yes,14.344,-3.606,7,12,1999,0.46,<6 mo,Weekly,7,Yes,NA,19,12.9252,1,Microscopy,"Fever >=37.5 C, anemia, jaundice, report of fever in last 2 days, lassitude, headache, body aches, cough, diarrhoea, or abdominal pain + Pf positive blood film",1,Same,Same,7,1999,1,0,20,0,202,36,30,0.1782,Microscopy,0.14869395,0.14869395,12518850,
NA,Bandiagara,,Mali,2000,2,4,None,NA,,,,highSeason,5,1999,6765_03,Coulibaly,2002,No,Yes,14.344,-3.606,7,12,1999,0.46,<6 mo,Weekly,7,Yes,NA,41,20.5,1,Microscopy,"Fever >=37.5 C, anemia, jaundice, report of fever in last 2 days, lassitude, headache, body aches, cough, diarrhoea, or abdominal pain + Pf positive blood film",1,Same,Same,7,1999,1,0,20,0,202,36,38,0.1782,Microscopy,0.190562974,0.190562974,12518850,
NA,Bandiagara,,Mali,1910,5,7,None,NA,,,,highSeason,5,1999,6765_04,Coulibaly,2002,No,Yes,14.344,-3.606,7,12,1999,0.46,<6 mo,Weekly,7,Yes,NA,43,22.5131,1,Microscopy,"Fever >=37.5 C, anemia, jaundice, report of fever in last 2 days, lassitude, headache, body aches, cough, diarrhoea, or abdominal pain + Pf positive blood film",1,Same,Same,7,1999,1,0,20,0,202,36,39,0.1782,Microscopy,0.19176873,0.19176873,12518850,
NA,Bandiagara,,Mali,1970,8,10,None,NA,,,,highSeason,5,1999,6765_05,Coulibaly,2002,No,Yes,14.344,-3.606,7,12,1999,0.46,<6 mo,Weekly,7,Yes,NA,39,19.797,1,Microscopy,"Fever >=37.5 C, anemia, jaundice, report of fever in last 2 days, lassitude, headache, body aches, cough, diarrhoea, or abdominal pain + Pf positive blood film",1,Same,Same,7,1999,1,0,20,0,202,36,39,0.1782,Microscopy,0.191548637,0.191548637,12518850,
NA,Bandiagara,,Mali,1180,11,14,None,NA,,,,highSeason,5,1999,6765_06,Coulibaly,2002,No,Yes,14.344,-3.606,7,12,1999,0.46,<6 mo,Weekly,7,Yes,NA,33,27.9661,1,Microscopy,"Fever >=37.5 C, anemia, jaundice, report of fever in last 2 days, lassitude, headache, body aches, cough, diarrhoea, or abdominal pain + Pf positive blood film",1,Same,Same,7,1999,1,0,20,0,202,36,35,0.1782,Microscopy,0.175419374,0.175419374,12518850,
NA,Bandiagara,,Mali,670,15,20,None,NA,,,,highSeason,5,1999,6765_07,Coulibaly,2002,No,Yes,14.344,-3.606,7,12,1999,0.46,<6 mo,Weekly,7,Yes,NA,24,35.8209,1,Microscopy,"Fever >=37.5 C, anemia, jaundice, report of fever in last 2 days, lassitude, headache, body aches, cough, diarrhoea, or abdominal pain + Pf positive blood film",1,Same,Same,7,1999,1,0,20,0,202,36,31,0.1782,Microscopy,0.154861978,0.154861978,12518850,
dongubougou_1999,Don?gu?bougou,,Mali,2000,0.25,5,None,21.09 (PSC) or 167.23 (HLC),167,167,167,highSeason,5,1999,3910_02,Dicko,2007,Yes,Yes,12.801,-7.984,NA,NA,1999,1,12 mo,Weekly,7,Yes,53,106,53,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",1999,12,0.25,5,1,309,122,122,0.3948,Microscopy,0.3948,0.3948,18165516,
dongubougou_1999,Don?gu?bougou,,Mali,1395.83,6,10,None,21.09 (PSC) or 167.23 (HLC),167,167,167,highSeason,5,1999,3910_03,Dicko,2007,Yes,Yes,12.801,-7.984,NA,NA,1999,1,12 mo,Weekly,7,Yes,48,67,48,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",1999,12,6,10,1,279,189,189,0.6774,Microscopy,0.6774,0.6774,18165516,
dongubougou_1999,Don?gu?bougou,,Mali,1153.85,11,15,None,21.09 (PSC) or 167.23 (HLC),167,167,167,highSeason,5,1999,3910_04,Dicko,2007,Yes,Yes,12.801,-7.984,NA,NA,1999,1,12 mo,Weekly,7,Yes,52,60,52,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",1999,12,11,15,1,223,148,148,0.6637,Microscopy,0.6637,0.6637,18165516,
dongubougou_1999,Don?gu?bougou,,Mali,674.42,16,20,None,21.09 (PSC) or 167.23 (HLC),167,167,167,highSeason,5,1999,3910_05,Dicko,2007,Yes,Yes,12.801,-7.984,NA,NA,1999,1,12 mo,Weekly,7,Yes,43,29,43,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",1999,12,16,20,1,217,100,100,0.4608,Microscopy,0.4608,0.4608,18165516,
NA,Don?gu?bougou,,Mali,1361.81,0.25,20,None,19.23 (PSC) or 137.30 (HLC),137,137,137,highSeason,5,2000,3910_06,Dicko,2007,Yes,Yes,12.801,-7.984,NA,NA,2000,1,12 mo,Weekly,7,Yes,199,271,199,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",2000,12,0.25,20,1,1097,530,530,0.4831,Microscopy,0.4831,0.4831,18165516,
NA,Don?gu?bougou,,Mali,1634.62,6,10,None,19.23 (PSC) or 137.30 (HLC),137,137,137,highSeason,5,2000,3910_08,Dicko,2007,Yes,Yes,12.801,-7.984,NA,NA,2000,1,12 mo,Weekly,7,Yes,52,85,52,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",2000,12,6,10,1,291,177,177,0.6082,Microscopy,0.6082,0.6082,18165516,
NA,Don?gu?bougou,,Mali,1000,11,15,None,19.23 (PSC) or 137.30 (HLC),137,137,137,highSeason,5,2000,3910_09,Dicko,2007,Yes,Yes,12.801,-7.984,NA,NA,2000,1,12 mo,Weekly,7,Yes,51,51,51,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",2000,12,11,15,1,290,152,152,0.5241,Microscopy,0.5241,0.5241,18165516,
NA,Don?gu?bougou,,Mali,720.93,16,20,None,19.23 (PSC) or 137.30 (HLC),137,137,137,highSeason,5,2000,3910_10,Dicko,2007,Yes,Yes,12.801,-7.984,NA,NA,2000,1,12 mo,Weekly,7,Yes,43,31,43,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",2000,12,16,20,1,229,91,91,0.3974,Microscopy,0.3974,0.3974,18165516,
sotuba_1999,Sotuba,,Mali,1637.93,0.25,5,None,0.72 (PSC) or 12.25 (HLC),12,12,12,highSeason,5,1999,3910_12,Dicko,2007,Yes,Yes,12.649,-7.934,NA,NA,1999,1,12 mo,Weekly,7,Yes,58,95,58,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",1999,12,0.25,5,1,325,47,47,0.1446,Microscopy,0.1446,0.1446,18165516,
sotuba_1999,Sotuba,,Mali,1979.59,6,10,None,0.72 (PSC) or 12.25 (HLC),12,12,12,highSeason,5,1999,3910_13,Dicko,2007,Yes,Yes,12.649,-7.934,NA,NA,1999,1,12 mo,Weekly,7,Yes,49,97,49,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",1999,12,6,10,1,292,50,50,0.1712,Microscopy,0.1712,0.1712,18165516,
sotuba_1999,Sotuba,,Mali,2104.17,11,15,None,0.72 (PSC) or 12.25 (HLC),12,12,12,highSeason,5,1999,3910_14,Dicko,2007,Yes,Yes,12.649,-7.934,NA,NA,1999,1,12 mo,Weekly,7,Yes,48,101,48,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",1999,12,11,15,1,284,47,47,0.1655,Microscopy,0.1655,0.1655,18165516,
sotuba_1999,Sotuba,,Mali,1869.57,16,20,None,0.72 (PSC) or 12.25 (HLC),12,12,12,highSeason,5,1999,3910_15,Dicko,2007,Yes,Yes,12.649,-7.934,NA,NA,1999,1,12 mo,Weekly,7,Yes,46,86,46,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",1999,12,16,20,1,241,29,29,0.1203,Microscopy,0.1203,0.1203,18165516,
sotuba_1999,Sotuba,,Mali,745.1,0.25,5,None,0.28 (PSC) or 3.64 (HLC),4,4,4,highSeason,5,2000,3910_17,Dicko,2007,Yes,Yes,12.649,-7.934,NA,NA,2000,1,12 mo,Weekly,7,Yes,51,38,51,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",2000,12,0.25,5,1,272,11,11,0.0404,Microscopy,0.0404,0.0404,18165516,
sotuba_1999,Sotuba,,Mali,1264.15,6,10,None,0.28 (PSC) or 3.64 (HLC),4,4,4,highSeason,5,2000,3910_18,Dicko,2007,Yes,Yes,12.649,-7.934,NA,NA,2000,1,12 mo,Weekly,7,Yes,53,67,53,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",2000,12,6,10,1,299,22,22,0.0736,Microscopy,0.0736,0.0736,18165516,
sotuba_1999,Sotuba,,Mali,918.37,11,15,None,0.28 (PSC) or 3.64 (HLC),4,4,4,highSeason,5,2000,3910_19,Dicko,2007,Yes,Yes,12.649,-7.934,NA,NA,2000,1,12 mo,Weekly,7,Yes,49,45,49,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",2000,12,11,15,1,272,13,13,0.0478,Microscopy,0.0478,0.0478,18165516,
sotuba_1999,Sotuba,,Mali,1021.74,16,20,None,0.28 (PSC) or 3.64 (HLC),4,4,4,highSeason,5,2000,3910_20,Dicko,2007,Yes,Yes,12.649,-7.934,NA,NA,2000,1,12 mo,Weekly,7,Yes,46,47,46,1,Microscopy,"Fever >=37.5 C or another malaria symptom (history of fever/chills, headache, seizures, vomitin, lethargy or diarrhea) plus the presence of asexual plasmodium species of any density on a thick blood film, in the absense of another casue of illness.",1,Same,Same,"7, 8, 9, 10, 11, 12",2000,12,16,20,1,260,21,21,0.0808,Microscopy,0.0808,0.0808,18165516,
